     JDTDB;            Calendar Date (TDB);X;Y;Z
2465090.25; A.D. 2037-Jan-31 18:00:00.0000;-0.655343519;0.735730297;-5.89467E-05
2465090.333; A.D. 2037-Jan-31 20:00:00.0000;-0.656436253;0.734770991;-5.89181E-05
2465090.417; A.D. 2037-Jan-31 22:00:00.0000;-0.657527586;0.733810117;-5.88891E-05
2465090.5; A.D. 2037-Feb-01 00:00:00.0000;-0.658617515;0.732847675;-5.88599E-05
2465090.583; A.D. 2037-Feb-01 02:00:00.0000;-0.65970604;0.731883668;-5.88303E-05
2465090.667; A.D. 2037-Feb-01 04:00:00.0000;-0.660793158;0.730918097;-5.88003E-05
2465090.75; A.D. 2037-Feb-01 06:00:00.0000;-0.661878866;0.729950965;-5.87699E-05
2465090.833; A.D. 2037-Feb-01 08:00:00.0000;-0.662963164;0.728982274;-5.87392E-05
2465090.917; A.D. 2037-Feb-01 10:00:00.0000;-0.664046047;0.728012024;-5.87079E-05
2465091; A.D. 2037-Feb-01 12:00:00.0000;-0.665127515;0.727040219;-5.86762E-05
2465091.083; A.D. 2037-Feb-01 14:00:00.0000;-0.666207566;0.726066859;-5.8644E-05
2465091.167; A.D. 2037-Feb-01 16:00:00.0000;-0.667286197;0.725091948;-5.86112E-05
2465091.25; A.D. 2037-Feb-01 18:00:00.0000;-0.668363406;0.724115487;-5.85779E-05
2465091.333; A.D. 2037-Feb-01 20:00:00.0000;-0.669439191;0.723137477;-5.8544E-05
2465091.417; A.D. 2037-Feb-01 22:00:00.0000;-0.67051355;0.722157921;-5.85095E-05
2465091.5; A.D. 2037-Feb-02 00:00:00.0000;-0.671586481;0.72117682;-5.84744E-05
2465091.583; A.D. 2037-Feb-02 02:00:00.0000;-0.672657981;0.720194178;-5.84386E-05
2465091.667; A.D. 2037-Feb-02 04:00:00.0000;-0.673728049;0.719209994;-5.84022E-05
2465091.75; A.D. 2037-Feb-02 06:00:00.0000;-0.674796683;0.718224272;-5.8365E-05
2465091.833; A.D. 2037-Feb-02 08:00:00.0000;-0.67586388;0.717237013;-5.83272E-05
2465091.917; A.D. 2037-Feb-02 10:00:00.0000;-0.676929638;0.716248219;-5.82886E-05
2465092; A.D. 2037-Feb-02 12:00:00.0000;-0.677993955;0.715257892;-5.82492E-05
2465092.083; A.D. 2037-Feb-02 14:00:00.0000;-0.679056829;0.714266033;-5.8209E-05
2465092.167; A.D. 2037-Feb-02 16:00:00.0000;-0.680118257;0.713272646;-5.8168E-05
2465092.25; A.D. 2037-Feb-02 18:00:00.0000;-0.681178238;0.712277732;-5.81262E-05
2465092.333; A.D. 2037-Feb-02 20:00:00.0000;-0.68223677;0.711281292;-5.80835E-05
2465092.417; A.D. 2037-Feb-02 22:00:00.0000;-0.68329385;0.710283328;-5.804E-05
2465092.5; A.D. 2037-Feb-03 00:00:00.0000;-0.684349476;0.709283843;-5.79955E-05
2465092.583; A.D. 2037-Feb-03 02:00:00.0000;-0.685403646;0.708282839;-5.79502E-05
2465092.667; A.D. 2037-Feb-03 04:00:00.0000;-0.686456357;0.707280317;-5.79039E-05
2465092.75; A.D. 2037-Feb-03 06:00:00.0000;-0.687507609;0.706276279;-5.78567E-05
2465092.833; A.D. 2037-Feb-03 08:00:00.0000;-0.688557397;0.705270727;-5.78085E-05
2465092.917; A.D. 2037-Feb-03 10:00:00.0000;-0.689605721;0.704263663;-5.77593E-05
2465093; A.D. 2037-Feb-03 12:00:00.0000;-0.690652578;0.70325509;-5.77092E-05
2465093.083; A.D. 2037-Feb-03 14:00:00.0000;-0.691697966;0.702245008;-5.7658E-05
2465093.167; A.D. 2037-Feb-03 16:00:00.0000;-0.692741883;0.70123342;-5.76058E-05
2465093.25; A.D. 2037-Feb-03 18:00:00.0000;-0.693784326;0.700220329;-5.75525E-05
2465093.333; A.D. 2037-Feb-03 20:00:00.0000;-0.694825293;0.699205735;-5.74982E-05
2465093.417; A.D. 2037-Feb-03 22:00:00.0000;-0.695864782;0.698189641;-5.74428E-05
2465093.5; A.D. 2037-Feb-04 00:00:00.0000;-0.696902792;0.697172048;-5.73863E-05
2465093.583; A.D. 2037-Feb-04 02:00:00.0000;-0.697939319;0.69615296;-5.73288E-05
2465093.667; A.D. 2037-Feb-04 04:00:00.0000;-0.698974361;0.695132377;-5.72701E-05
2465093.75; A.D. 2037-Feb-04 06:00:00.0000;-0.700007917;0.694110302;-5.72103E-05
2465093.833; A.D. 2037-Feb-04 08:00:00.0000;-0.701039984;0.693086736;-5.71493E-05
2465093.917; A.D. 2037-Feb-04 10:00:00.0000;-0.702070559;0.692061682;-5.70872E-05
2465094; A.D. 2037-Feb-04 12:00:00.0000;-0.703099641;0.691035142;-5.7024E-05
2465094.083; A.D. 2037-Feb-04 14:00:00.0000;-0.704127228;0.690007118;-5.69596E-05
2465094.167; A.D. 2037-Feb-04 16:00:00.0000;-0.705153317;0.688977611;-5.68941E-05
2465094.25; A.D. 2037-Feb-04 18:00:00.0000;-0.706177906;0.687946624;-5.68273E-05
2465094.333; A.D. 2037-Feb-04 20:00:00.0000;-0.707200992;0.686914159;-5.67594E-05
2465094.417; A.D. 2037-Feb-04 22:00:00.0000;-0.708222574;0.685880217;-5.66903E-05
2465094.5; A.D. 2037-Feb-05 00:00:00.0000;-0.709242649;0.684844802;-5.662E-05
2465094.583; A.D. 2037-Feb-05 02:00:00.0000;-0.710261216;0.683807914;-5.65484E-05
2465094.667; A.D. 2037-Feb-05 04:00:00.0000;-0.711278271;0.682769556;-5.64757E-05
2465094.75; A.D. 2037-Feb-05 06:00:00.0000;-0.712293813;0.68172973;-5.64018E-05
2465094.833; A.D. 2037-Feb-05 08:00:00.0000;-0.713307839;0.680688438;-5.63266E-05
2465094.917; A.D. 2037-Feb-05 10:00:00.0000;-0.714320347;0.679645682;-5.62502E-05
2465095; A.D. 2037-Feb-05 12:00:00.0000;-0.715331335;0.678601464;-5.61726E-05
2465095.083; A.D. 2037-Feb-05 14:00:00.0000;-0.716340801;0.677555786;-5.60938E-05
2465095.167; A.D. 2037-Feb-05 16:00:00.0000;-0.717348742;0.676508651;-5.60138E-05
2465095.25; A.D. 2037-Feb-05 18:00:00.0000;-0.718355157;0.67546006;-5.59325E-05
2465095.333; A.D. 2037-Feb-05 20:00:00.0000;-0.719360042;0.674410016;-5.58499E-05
2465095.417; A.D. 2037-Feb-05 22:00:00.0000;-0.720363396;0.67335852;-5.57662E-05
2465095.5; A.D. 2037-Feb-06 00:00:00.0000;-0.721365217;0.672305575;-5.56812E-05
2465095.583; A.D. 2037-Feb-06 02:00:00.0000;-0.722365502;0.671251183;-5.5595E-05
2465095.667; A.D. 2037-Feb-06 04:00:00.0000;-0.723364249;0.670195346;-5.55075E-05
2465095.75; A.D. 2037-Feb-06 06:00:00.0000;-0.724361456;0.669138066;-5.54189E-05
2465095.833; A.D. 2037-Feb-06 08:00:00.0000;-0.72535712;0.668079345;-5.53289E-05
2465095.917; A.D. 2037-Feb-06 10:00:00.0000;-0.72635124;0.667019186;-5.52378E-05
2465096; A.D. 2037-Feb-06 12:00:00.0000;-0.727343813;0.66595759;-5.51455E-05
2465096.083; A.D. 2037-Feb-06 14:00:00.0000;-0.728334836;0.66489456;-5.50519E-05
2465096.167; A.D. 2037-Feb-06 16:00:00.0000;-0.729324309;0.663830098;-5.49571E-05
2465096.25; A.D. 2037-Feb-06 18:00:00.0000;-0.730312227;0.662764206;-5.48611E-05
2465096.333; A.D. 2037-Feb-06 20:00:00.0000;-0.73129859;0.661696886;-5.47639E-05
2465096.417; A.D. 2037-Feb-06 22:00:00.0000;-0.732283395;0.660628141;-5.46654E-05
2465096.5; A.D. 2037-Feb-07 00:00:00.0000;-0.73326664;0.659557973;-5.45658E-05
2465096.583; A.D. 2037-Feb-07 02:00:00.0000;-0.734248322;0.658486383;-5.4465E-05
2465096.667; A.D. 2037-Feb-07 04:00:00.0000;-0.73522844;0.657413375;-5.4363E-05
2465096.75; A.D. 2037-Feb-07 06:00:00.0000;-0.73620699;0.65633895;-5.42598E-05
2465096.833; A.D. 2037-Feb-07 08:00:00.0000;-0.737183972;0.655263111;-5.41555E-05
2465096.917; A.D. 2037-Feb-07 10:00:00.0000;-0.738159382;0.654185859;-5.40499E-05
2465097; A.D. 2037-Feb-07 12:00:00.0000;-0.739133219;0.653107198;-5.39433E-05
2465097.083; A.D. 2037-Feb-07 14:00:00.0000;-0.74010548;0.652027128;-5.38354E-05
2465097.167; A.D. 2037-Feb-07 16:00:00.0000;-0.741076163;0.650945654;-5.37264E-05
2465097.25; A.D. 2037-Feb-07 18:00:00.0000;-0.742045266;0.649862776;-5.36163E-05
2465097.333; A.D. 2037-Feb-07 20:00:00.0000;-0.743012787;0.648778497;-5.35051E-05
2465097.417; A.D. 2037-Feb-07 22:00:00.0000;-0.743978723;0.64769282;-5.33927E-05
2465097.5; A.D. 2037-Feb-08 00:00:00.0000;-0.744943072;0.646605746;-5.32792E-05
2465097.583; A.D. 2037-Feb-08 02:00:00.0000;-0.745905833;0.645517279;-5.31646E-05
2465097.667; A.D. 2037-Feb-08 04:00:00.0000;-0.746867002;0.64442742;-5.3049E-05
2465097.75; A.D. 2037-Feb-08 06:00:00.0000;-0.747826578;0.643336171;-5.29322E-05
2465097.833; A.D. 2037-Feb-08 08:00:00.0000;-0.748784559;0.642243535;-5.28144E-05
2465097.917; A.D. 2037-Feb-08 10:00:00.0000;-0.749740942;0.641149515;-5.26955E-05
2465098; A.D. 2037-Feb-08 12:00:00.0000;-0.750695725;0.640054112;-5.25756E-05
2465098.083; A.D. 2037-Feb-08 14:00:00.0000;-0.751648906;0.638957329;-5.24546E-05
2465098.167; A.D. 2037-Feb-08 16:00:00.0000;-0.752600483;0.637859168;-5.23326E-05
2465098.25; A.D. 2037-Feb-08 18:00:00.0000;-0.753550453;0.636759632;-5.22096E-05
2465098.333; A.D. 2037-Feb-08 20:00:00.0000;-0.754498816;0.635658722;-5.20856E-05
2465098.417; A.D. 2037-Feb-08 22:00:00.0000;-0.755445567;0.634556442;-5.19605E-05
2465098.5; A.D. 2037-Feb-09 00:00:00.0000;-0.756390706;0.633452794;-5.18346E-05
2465098.583; A.D. 2037-Feb-09 02:00:00.0000;-0.757334229;0.63234778;-5.17076E-05
2465098.667; A.D. 2037-Feb-09 04:00:00.0000;-0.758276136;0.631241402;-5.15797E-05
2465098.75; A.D. 2037-Feb-09 06:00:00.0000;-0.759216424;0.630133663;-5.14508E-05
2465098.833; A.D. 2037-Feb-09 08:00:00.0000;-0.76015509;0.629024565;-5.1321E-05
2465098.917; A.D. 2037-Feb-09 10:00:00.0000;-0.761092132;0.627914111;-5.11903E-05
2465099; A.D. 2037-Feb-09 12:00:00.0000;-0.762027549;0.626802303;-5.10587E-05
2465099.083; A.D. 2037-Feb-09 14:00:00.0000;-0.762961338;0.625689143;-5.09262E-05
2465099.167; A.D. 2037-Feb-09 16:00:00.0000;-0.763893497;0.624574635;-5.07928E-05
2465099.25; A.D. 2037-Feb-09 18:00:00.0000;-0.764824024;0.623458779;-5.06586E-05
2465099.333; A.D. 2037-Feb-09 20:00:00.0000;-0.765752917;0.622341579;-5.05235E-05
2465099.417; A.D. 2037-Feb-09 22:00:00.0000;-0.766680174;0.621223038;-5.03876E-05
2465099.5; A.D. 2037-Feb-10 00:00:00.0000;-0.767605793;0.620103157;-5.02508E-05
2465099.583; A.D. 2037-Feb-10 02:00:00.0000;-0.768529771;0.618981939;-5.01133E-05
2465099.667; A.D. 2037-Feb-10 04:00:00.0000;-0.769452106;0.617859386;-4.9975E-05
2465099.75; A.D. 2037-Feb-10 06:00:00.0000;-0.770372797;0.616735502;-4.98359E-05
2465099.833; A.D. 2037-Feb-10 08:00:00.0000;-0.771291841;0.615610288;-4.9696E-05
2465099.917; A.D. 2037-Feb-10 10:00:00.0000;-0.772209237;0.614483746;-4.95554E-05
2465100; A.D. 2037-Feb-10 12:00:00.0000;-0.773124981;0.613355881;-4.9414E-05
2465100.083; A.D. 2037-Feb-10 14:00:00.0000;-0.774039073;0.612226693;-4.9272E-05
2465100.167; A.D. 2037-Feb-10 16:00:00.0000;-0.774951509;0.611096185;-4.91292E-05
2465100.25; A.D. 2037-Feb-10 18:00:00.0000;-0.775862288;0.609964361;-4.89858E-05
2465100.333; A.D. 2037-Feb-10 20:00:00.0000;-0.776771409;0.608831221;-4.88417E-05
2465100.417; A.D. 2037-Feb-10 22:00:00.0000;-0.777678868;0.60769677;-4.86969E-05
2465100.5; A.D. 2037-Feb-11 00:00:00.0000;-0.778584663;0.606561009;-4.85515E-05
2465100.583; A.D. 2037-Feb-11 02:00:00.0000;-0.779488794;0.605423941;-4.84055E-05
2465100.667; A.D. 2037-Feb-11 04:00:00.0000;-0.780391257;0.604285569;-4.82588E-05
2465100.75; A.D. 2037-Feb-11 06:00:00.0000;-0.78129205;0.603145894;-4.81116E-05
2465100.833; A.D. 2037-Feb-11 08:00:00.0000;-0.782191173;0.60200492;-4.79638E-05
2465100.917; A.D. 2037-Feb-11 10:00:00.0000;-0.783088622;0.600862649;-4.78155E-05
2465101; A.D. 2037-Feb-11 12:00:00.0000;-0.783984395;0.599719084;-4.76666E-05
2465101.083; A.D. 2037-Feb-11 14:00:00.0000;-0.784878491;0.598574226;-4.75172E-05
2465101.167; A.D. 2037-Feb-11 16:00:00.0000;-0.785770907;0.59742808;-4.73673E-05
2465101.25; A.D. 2037-Feb-11 18:00:00.0000;-0.786661642;0.596280647;-4.72169E-05
2465101.333; A.D. 2037-Feb-11 20:00:00.0000;-0.787550694;0.59513193;-4.7066E-05
2465101.417; A.D. 2037-Feb-11 22:00:00.0000;-0.78843806;0.593981931;-4.69147E-05
2465101.5; A.D. 2037-Feb-12 00:00:00.0000;-0.789323738;0.592830653;-4.67629E-05
2465101.583; A.D. 2037-Feb-12 02:00:00.0000;-0.790207727;0.591678099;-4.66107E-05
2465101.667; A.D. 2037-Feb-12 04:00:00.0000;-0.791090025;0.590524271;-4.64581E-05
2465101.75; A.D. 2037-Feb-12 06:00:00.0000;-0.791970629;0.589369171;-4.63051E-05
2465101.833; A.D. 2037-Feb-12 08:00:00.0000;-0.792849538;0.588212803;-4.61518E-05
2465101.917; A.D. 2037-Feb-12 10:00:00.0000;-0.793726749;0.58705517;-4.5998E-05
2465102; A.D. 2037-Feb-12 12:00:00.0000;-0.794602262;0.585896272;-4.5844E-05
2465102.083; A.D. 2037-Feb-12 14:00:00.0000;-0.795476073;0.584736114;-4.56896E-05
2465102.167; A.D. 2037-Feb-12 16:00:00.0000;-0.79634818;0.583574698;-4.55349E-05
2465102.25; A.D. 2037-Feb-12 18:00:00.0000;-0.797218583;0.582412027;-4.53799E-05
2465102.333; A.D. 2037-Feb-12 20:00:00.0000;-0.798087278;0.581248102;-4.52247E-05
2465102.417; A.D. 2037-Feb-12 22:00:00.0000;-0.798954265;0.580082927;-4.50692E-05
2465102.5; A.D. 2037-Feb-13 00:00:00.0000;-0.79981954;0.578916505;-4.49134E-05
2465102.583; A.D. 2037-Feb-13 02:00:00.0000;-0.800683103;0.577748838;-4.47574E-05
2465102.667; A.D. 2037-Feb-13 04:00:00.0000;-0.801544951;0.576579928;-4.46013E-05
2465102.75; A.D. 2037-Feb-13 06:00:00.0000;-0.802405083;0.575409779;-4.44449E-05
2465102.833; A.D. 2037-Feb-13 08:00:00.0000;-0.803263495;0.574238393;-4.42884E-05
2465102.917; A.D. 2037-Feb-13 10:00:00.0000;-0.804120188;0.573065772;-4.41317E-05
2465103; A.D. 2037-Feb-13 12:00:00.0000;-0.804975158;0.57189192;-4.39749E-05
2465103.083; A.D. 2037-Feb-13 14:00:00.0000;-0.805828403;0.570716839;-4.3818E-05
2465103.167; A.D. 2037-Feb-13 16:00:00.0000;-0.806679923;0.569540531;-4.3661E-05
2465103.25; A.D. 2037-Feb-13 18:00:00.0000;-0.807529715;0.568363;-4.35039E-05
2465103.333; A.D. 2037-Feb-13 20:00:00.0000;-0.808377777;0.567184248;-4.33467E-05
2465103.417; A.D. 2037-Feb-13 22:00:00.0000;-0.809224107;0.566004278;-4.31894E-05
2465103.5; A.D. 2037-Feb-14 00:00:00.0000;-0.810068703;0.564823092;-4.30322E-05
2465103.583; A.D. 2037-Feb-14 02:00:00.0000;-0.810911564;0.563640693;-4.28749E-05
2465103.667; A.D. 2037-Feb-14 04:00:00.0000;-0.811752688;0.562457085;-4.27176E-05
2465103.75; A.D. 2037-Feb-14 06:00:00.0000;-0.812592073;0.561272269;-4.25603E-05
2465103.833; A.D. 2037-Feb-14 08:00:00.0000;-0.813429717;0.560086248;-4.24031E-05
2465103.917; A.D. 2037-Feb-14 10:00:00.0000;-0.814265618;0.558899025;-4.22459E-05
2465104; A.D. 2037-Feb-14 12:00:00.0000;-0.815099775;0.557710603;-4.20888E-05
2465104.083; A.D. 2037-Feb-14 14:00:00.0000;-0.815932185;0.556520984;-4.19318E-05
2465104.167; A.D. 2037-Feb-14 16:00:00.0000;-0.816762848;0.555330172;-4.17748E-05
2465104.25; A.D. 2037-Feb-14 18:00:00.0000;-0.81759176;0.554138168;-4.1618E-05
2465104.333; A.D. 2037-Feb-14 20:00:00.0000;-0.81841892;0.552944977;-4.14613E-05
2465104.417; A.D. 2037-Feb-14 22:00:00.0000;-0.819244327;0.551750599;-4.13047E-05
2465104.5; A.D. 2037-Feb-15 00:00:00.0000;-0.820067979;0.550555039;-4.11483E-05
2465104.583; A.D. 2037-Feb-15 02:00:00.0000;-0.820889873;0.549358299;-4.09921E-05
2465104.667; A.D. 2037-Feb-15 04:00:00.0000;-0.821710009;0.548160381;-4.08361E-05
2465104.75; A.D. 2037-Feb-15 06:00:00.0000;-0.822528384;0.546961289;-4.06803E-05
2465104.833; A.D. 2037-Feb-15 08:00:00.0000;-0.823344997;0.545761025;-4.05247E-05
2465104.917; A.D. 2037-Feb-15 10:00:00.0000;-0.824159846;0.544559592;-4.03694E-05
2465105; A.D. 2037-Feb-15 12:00:00.0000;-0.824972928;0.543356993;-4.02143E-05
2465105.083; A.D. 2037-Feb-15 14:00:00.0000;-0.825784244;0.54215323;-4.00595E-05
2465105.167; A.D. 2037-Feb-15 16:00:00.0000;-0.826593789;0.540948307;-3.9905E-05
2465105.25; A.D. 2037-Feb-15 18:00:00.0000;-0.827401564;0.539742226;-3.97508E-05
2465105.333; A.D. 2037-Feb-15 20:00:00.0000;-0.828207566;0.538534989;-3.95969E-05
2465105.417; A.D. 2037-Feb-15 22:00:00.0000;-0.829011794;0.5373266;-3.94433E-05
2465105.5; A.D. 2037-Feb-16 00:00:00.0000;-0.829814246;0.536117062;-3.92901E-05
2465105.583; A.D. 2037-Feb-16 02:00:00.0000;-0.830614919;0.534906377;-3.91372E-05
2465105.667; A.D. 2037-Feb-16 04:00:00.0000;-0.831413813;0.533694548;-3.89848E-05
2465105.75; A.D. 2037-Feb-16 06:00:00.0000;-0.832210926;0.532481578;-3.88327E-05
2465105.833; A.D. 2037-Feb-16 08:00:00.0000;-0.833006256;0.531267469;-3.8681E-05
2465105.917; A.D. 2037-Feb-16 10:00:00.0000;-0.833799802;0.530052225;-3.85297E-05
2465106; A.D. 2037-Feb-16 12:00:00.0000;-0.834591561;0.528835848;-3.83789E-05
2465106.083; A.D. 2037-Feb-16 14:00:00.0000;-0.835381533;0.527618341;-3.82285E-05
2465106.167; A.D. 2037-Feb-16 16:00:00.0000;-0.836169714;0.526399707;-3.80786E-05
2465106.25; A.D. 2037-Feb-16 18:00:00.0000;-0.836956105;0.525179949;-3.79291E-05
2465106.333; A.D. 2037-Feb-16 20:00:00.0000;-0.837740703;0.52395907;-3.77802E-05
2465106.417; A.D. 2037-Feb-16 22:00:00.0000;-0.838523506;0.522737071;-3.76317E-05
2465106.5; A.D. 2037-Feb-17 00:00:00.0000;-0.839304514;0.521513957;-3.74838E-05
2465106.583; A.D. 2037-Feb-17 02:00:00.0000;-0.840083724;0.52028973;-3.73364E-05
2465106.667; A.D. 2037-Feb-17 04:00:00.0000;-0.840861134;0.519064393;-3.71895E-05
2465106.75; A.D. 2037-Feb-17 06:00:00.0000;-0.841636744;0.517837949;-3.70432E-05
2465106.833; A.D. 2037-Feb-17 08:00:00.0000;-0.842410551;0.5166104;-3.68974E-05
2465106.917; A.D. 2037-Feb-17 10:00:00.0000;-0.843182554;0.515381749;-3.67522E-05
2465107; A.D. 2037-Feb-17 12:00:00.0000;-0.843952752;0.514152;-3.66077E-05
2465107.083; A.D. 2037-Feb-17 14:00:00.0000;-0.844721142;0.512921155;-3.64637E-05
2465107.167; A.D. 2037-Feb-17 16:00:00.0000;-0.845487723;0.511689217;-3.63203E-05
2465107.25; A.D. 2037-Feb-17 18:00:00.0000;-0.846252495;0.510456188;-3.61776E-05
2465107.333; A.D. 2037-Feb-17 20:00:00.0000;-0.847015454;0.509222073;-3.60355E-05
2465107.417; A.D. 2037-Feb-17 22:00:00.0000;-0.8477766;0.507986873;-3.5894E-05
2465107.5; A.D. 2037-Feb-18 00:00:00.0000;-0.848535931;0.506750591;-3.57532E-05
2465107.583; A.D. 2037-Feb-18 02:00:00.0000;-0.849293445;0.50551323;-3.56131E-05
2465107.667; A.D. 2037-Feb-18 04:00:00.0000;-0.850049142;0.504274794;-3.54736E-05
2465107.75; A.D. 2037-Feb-18 06:00:00.0000;-0.850803019;0.503035284;-3.53349E-05
2465107.833; A.D. 2037-Feb-18 08:00:00.0000;-0.851555074;0.501794705;-3.51968E-05
2465107.917; A.D. 2037-Feb-18 10:00:00.0000;-0.852305308;0.500553058;-3.50595E-05
2465108; A.D. 2037-Feb-18 12:00:00.0000;-0.853053717;0.499310347;-3.49228E-05
2465108.083; A.D. 2037-Feb-18 14:00:00.0000;-0.853800301;0.498066574;-3.47869E-05
2465108.167; A.D. 2037-Feb-18 16:00:00.0000;-0.854545057;0.496821743;-3.46518E-05
2465108.25; A.D. 2037-Feb-18 18:00:00.0000;-0.855287985;0.495575856;-3.45174E-05
2465108.333; A.D. 2037-Feb-18 20:00:00.0000;-0.856029084;0.494328916;-3.43838E-05
2465108.417; A.D. 2037-Feb-18 22:00:00.0000;-0.85676835;0.493080926;-3.42509E-05
2465108.5; A.D. 2037-Feb-19 00:00:00.0000;-0.857505784;0.491831889;-3.41188E-05
2465108.583; A.D. 2037-Feb-19 02:00:00.0000;-0.858241384;0.490581808;-3.39875E-05
2465108.667; A.D. 2037-Feb-19 04:00:00.0000;-0.858975147;0.489330685;-3.3857E-05
2465108.75; A.D. 2037-Feb-19 06:00:00.0000;-0.859707074;0.488078525;-3.37273E-05
2465108.833; A.D. 2037-Feb-19 08:00:00.0000;-0.860437162;0.486825328;-3.35984E-05
2465108.917; A.D. 2037-Feb-19 10:00:00.0000;-0.86116541;0.485571099;-3.34703E-05
2465109; A.D. 2037-Feb-19 12:00:00.0000;-0.861891816;0.484315841;-3.3343E-05
2465109.083; A.D. 2037-Feb-19 14:00:00.0000;-0.86261638;0.483059555;-3.32166E-05
2465109.167; A.D. 2037-Feb-19 16:00:00.0000;-0.863339099;0.481802246;-3.3091E-05
2465109.25; A.D. 2037-Feb-19 18:00:00.0000;-0.864059972;0.480543916;-3.29662E-05
2465109.333; A.D. 2037-Feb-19 20:00:00.0000;-0.864778999;0.479284567;-3.28424E-05
2465109.417; A.D. 2037-Feb-19 22:00:00.0000;-0.865496177;0.478024204;-3.27193E-05
2465109.5; A.D. 2037-Feb-20 00:00:00.0000;-0.866211505;0.476762828;-3.25971E-05
2465109.583; A.D. 2037-Feb-20 02:00:00.0000;-0.866924982;0.475500443;-3.24758E-05
2465109.667; A.D. 2037-Feb-20 04:00:00.0000;-0.867636607;0.474237051;-3.23554E-05
2465109.75; A.D. 2037-Feb-20 06:00:00.0000;-0.868346377;0.472972656;-3.22359E-05
2465109.833; A.D. 2037-Feb-20 08:00:00.0000;-0.869054293;0.47170726;-3.21172E-05
2465109.917; A.D. 2037-Feb-20 10:00:00.0000;-0.869760352;0.470440867;-3.19994E-05
2465110; A.D. 2037-Feb-20 12:00:00.0000;-0.870464553;0.469173479;-3.18826E-05
2465110.083; A.D. 2037-Feb-20 14:00:00.0000;-0.871166894;0.467905099;-3.17666E-05
2465110.167; A.D. 2037-Feb-20 16:00:00.0000;-0.871867376;0.46663573;-3.16515E-05
2465110.25; A.D. 2037-Feb-20 18:00:00.0000;-0.872565995;0.465365375;-3.15373E-05
2465110.333; A.D. 2037-Feb-20 20:00:00.0000;-0.873262752;0.464094037;-3.14241E-05
2465110.417; A.D. 2037-Feb-20 22:00:00.0000;-0.873957643;0.462821718;-3.13117E-05
2465110.5; A.D. 2037-Feb-21 00:00:00.0000;-0.87465067;0.461548423;-3.12003E-05
2465110.583; A.D. 2037-Feb-21 02:00:00.0000;-0.875341829;0.460274153;-3.10898E-05
2465110.667; A.D. 2037-Feb-21 04:00:00.0000;-0.87603112;0.458998912;-3.09802E-05
2465110.75; A.D. 2037-Feb-21 06:00:00.0000;-0.876718542;0.457722702;-3.08715E-05
2465110.833; A.D. 2037-Feb-21 08:00:00.0000;-0.877404092;0.456445527;-3.07637E-05
2465110.917; A.D. 2037-Feb-21 10:00:00.0000;-0.878087771;0.455167389;-3.06569E-05
2465111; A.D. 2037-Feb-21 12:00:00.0000;-0.878769577;0.453888292;-3.0551E-05
2465111.083; A.D. 2037-Feb-21 14:00:00.0000;-0.879449508;0.452608237;-3.0446E-05
2465111.167; A.D. 2037-Feb-21 16:00:00.0000;-0.880127563;0.451327229;-3.0342E-05
2465111.25; A.D. 2037-Feb-21 18:00:00.0000;-0.880803742;0.450045271;-3.02389E-05
2465111.333; A.D. 2037-Feb-21 20:00:00.0000;-0.881478042;0.448762364;-3.01367E-05
2465111.417; A.D. 2037-Feb-21 22:00:00.0000;-0.882150463;0.447478512;-3.00354E-05
2465111.5; A.D. 2037-Feb-22 00:00:00.0000;-0.882821003;0.446193718;-2.99351E-05
2465111.583; A.D. 2037-Feb-22 02:00:00.0000;-0.883489662;0.444907985;-2.98356E-05
2465111.667; A.D. 2037-Feb-22 04:00:00.0000;-0.884156438;0.443621315;-2.97372E-05
2465111.75; A.D. 2037-Feb-22 06:00:00.0000;-0.884821329;0.442333713;-2.96396E-05
2465111.833; A.D. 2037-Feb-22 08:00:00.0000;-0.885484336;0.44104518;-2.95429E-05
2465111.917; A.D. 2037-Feb-22 10:00:00.0000;-0.886145456;0.439755719;-2.94472E-05
2465112; A.D. 2037-Feb-22 12:00:00.0000;-0.886804688;0.438465334;-2.93524E-05
2465112.083; A.D. 2037-Feb-22 14:00:00.0000;-0.887462032;0.437174027;-2.92585E-05
2465112.167; A.D. 2037-Feb-22 16:00:00.0000;-0.888117486;0.435881802;-2.91655E-05
2465112.25; A.D. 2037-Feb-22 18:00:00.0000;-0.888771049;0.434588661;-2.90734E-05
2465112.333; A.D. 2037-Feb-22 20:00:00.0000;-0.88942272;0.433294608;-2.89822E-05
2465112.417; A.D. 2037-Feb-22 22:00:00.0000;-0.890072497;0.431999644;-2.8892E-05
2465112.5; A.D. 2037-Feb-23 00:00:00.0000;-0.890720381;0.430703774;-2.88026E-05
2465112.583; A.D. 2037-Feb-23 02:00:00.0000;-0.891366369;0.429406999;-2.87141E-05
2465112.667; A.D. 2037-Feb-23 04:00:00.0000;-0.89201046;0.428109324;-2.86264E-05
2465112.75; A.D. 2037-Feb-23 06:00:00.0000;-0.892652654;0.42681075;-2.85397E-05
2465112.833; A.D. 2037-Feb-23 08:00:00.0000;-0.893292949;0.425511281;-2.84538E-05
2465112.917; A.D. 2037-Feb-23 10:00:00.0000;-0.893931344;0.42421092;-2.83688E-05
2465113; A.D. 2037-Feb-23 12:00:00.0000;-0.894567839;0.42290967;-2.82846E-05
