     JDTDB;            Calendar Date (TDB);X;Y;Z
2464822.583; A.D. 2036-May-09 02:00:00.0000;-0.668367;-0.756506891;6.53444E-05
2464822.667; A.D. 2036-May-09 04:00:00.0000;-0.667315513;-0.757460317;6.54E-05
2464822.75; A.D. 2036-May-09 06:00:00.0000;-0.666262702;-0.758412236;6.54564E-05
2464822.833; A.D. 2036-May-09 08:00:00.0000;-0.665208569;-0.759362647;6.55136E-05
2464822.917; A.D. 2036-May-09 10:00:00.0000;-0.664153117;-0.760311548;6.55717E-05
2464823; A.D. 2036-May-09 12:00:00.0000;-0.663096348;-0.761258938;6.56306E-05
2464823.083; A.D. 2036-May-09 14:00:00.0000;-0.662038263;-0.762204814;6.56903E-05
2464823.167; A.D. 2036-May-09 16:00:00.0000;-0.660978865;-0.763149175;6.5751E-05
2464823.25; A.D. 2036-May-09 18:00:00.0000;-0.659918155;-0.76409202;6.58124E-05
2464823.333; A.D. 2036-May-09 20:00:00.0000;-0.658856136;-0.765033347;6.58747E-05
2464823.417; A.D. 2036-May-09 22:00:00.0000;-0.65779281;-0.765973154;6.59379E-05
2464823.5; A.D. 2036-May-10 00:00:00.0000;-0.656728179;-0.766911439;6.60019E-05
2464823.583; A.D. 2036-May-10 02:00:00.0000;-0.655662245;-0.767848201;6.60668E-05
2464823.667; A.D. 2036-May-10 04:00:00.0000;-0.654595009;-0.768783439;6.61326E-05
2464823.75; A.D. 2036-May-10 06:00:00.0000;-0.653526474;-0.76971715;6.61992E-05
2464823.833; A.D. 2036-May-10 08:00:00.0000;-0.652456643;-0.770649333;6.62666E-05
2464823.917; A.D. 2036-May-10 10:00:00.0000;-0.651385516;-0.771579987;6.63349E-05
2464824; A.D. 2036-May-10 12:00:00.0000;-0.650313096;-0.772509109;6.64041E-05
2464824.083; A.D. 2036-May-10 14:00:00.0000;-0.649239385;-0.773436698;6.64741E-05
2464824.167; A.D. 2036-May-10 16:00:00.0000;-0.648164386;-0.774362753;6.6545E-05
2464824.25; A.D. 2036-May-10 18:00:00.0000;-0.647088099;-0.775287271;6.66167E-05
2464824.333; A.D. 2036-May-10 20:00:00.0000;-0.646010528;-0.776210252;6.66893E-05
2464824.417; A.D. 2036-May-10 22:00:00.0000;-0.644931674;-0.777131693;6.67627E-05
2464824.5; A.D. 2036-May-11 00:00:00.0000;-0.643851539;-0.778051592;6.68369E-05
2464824.583; A.D. 2036-May-11 02:00:00.0000;-0.642770125;-0.778969949;6.6912E-05
2464824.667; A.D. 2036-May-11 04:00:00.0000;-0.641687435;-0.779886762;6.69879E-05
2464824.75; A.D. 2036-May-11 06:00:00.0000;-0.64060347;-0.780802028;6.70646E-05
2464824.833; A.D. 2036-May-11 08:00:00.0000;-0.639518232;-0.781715746;6.71422E-05
2464824.917; A.D. 2036-May-11 10:00:00.0000;-0.638431724;-0.782627915;6.72205E-05
2464825; A.D. 2036-May-11 12:00:00.0000;-0.637343948;-0.783538532;6.72997E-05
2464825.083; A.D. 2036-May-11 14:00:00.0000;-0.636254905;-0.784447597;6.73797E-05
2464825.167; A.D. 2036-May-11 16:00:00.0000;-0.635164598;-0.785355108;6.74605E-05
2464825.25; A.D. 2036-May-11 18:00:00.0000;-0.634073028;-0.786261062;6.75421E-05
2464825.333; A.D. 2036-May-11 20:00:00.0000;-0.632980198;-0.787165458;6.76245E-05
2464825.417; A.D. 2036-May-11 22:00:00.0000;-0.63188611;-0.788068296;6.77076E-05
2464825.5; A.D. 2036-May-12 00:00:00.0000;-0.630790766;-0.788969572;6.77915E-05
2464825.583; A.D. 2036-May-12 02:00:00.0000;-0.629694168;-0.789869285;6.78762E-05
2464825.667; A.D. 2036-May-12 04:00:00.0000;-0.628596317;-0.790767434;6.79617E-05
2464825.75; A.D. 2036-May-12 06:00:00.0000;-0.627497217;-0.791664017;6.80478E-05
2464825.833; A.D. 2036-May-12 08:00:00.0000;-0.626396869;-0.792559032;6.81348E-05
2464825.917; A.D. 2036-May-12 10:00:00.0000;-0.625295275;-0.793452478;6.82225E-05
2464826; A.D. 2036-May-12 12:00:00.0000;-0.624192437;-0.794344353;6.83109E-05
2464826.083; A.D. 2036-May-12 14:00:00.0000;-0.623088357;-0.795234655;6.84E-05
2464826.167; A.D. 2036-May-12 16:00:00.0000;-0.621983038;-0.796123383;6.84898E-05
2464826.25; A.D. 2036-May-12 18:00:00.0000;-0.620876482;-0.797010535;6.85803E-05
2464826.333; A.D. 2036-May-12 20:00:00.0000;-0.61976869;-0.797896109;6.86715E-05
2464826.417; A.D. 2036-May-12 22:00:00.0000;-0.618659664;-0.798780104;6.87634E-05
2464826.5; A.D. 2036-May-13 00:00:00.0000;-0.617549408;-0.799662517;6.88559E-05
2464826.583; A.D. 2036-May-13 02:00:00.0000;-0.616437922;-0.800543349;6.89492E-05
2464826.667; A.D. 2036-May-13 04:00:00.0000;-0.615325209;-0.801422596;6.9043E-05
2464826.75; A.D. 2036-May-13 06:00:00.0000;-0.614211271;-0.802300257;6.91375E-05
2464826.833; A.D. 2036-May-13 08:00:00.0000;-0.61309611;-0.80317633;6.92326E-05
2464826.917; A.D. 2036-May-13 10:00:00.0000;-0.611979728;-0.804050814;6.93284E-05
2464827; A.D. 2036-May-13 12:00:00.0000;-0.610862128;-0.804923707;6.94247E-05
2464827.083; A.D. 2036-May-13 14:00:00.0000;-0.609743311;-0.805795008;6.95217E-05
2464827.167; A.D. 2036-May-13 16:00:00.0000;-0.60862328;-0.806664714;6.96192E-05
2464827.25; A.D. 2036-May-13 18:00:00.0000;-0.607502036;-0.807532825;6.97173E-05
2464827.333; A.D. 2036-May-13 20:00:00.0000;-0.606379582;-0.808399337;6.98159E-05
2464827.417; A.D. 2036-May-13 22:00:00.0000;-0.60525592;-0.809264251;6.99151E-05
2464827.5; A.D. 2036-May-14 00:00:00.0000;-0.604131051;-0.810127564;7.00149E-05
2464827.583; A.D. 2036-May-14 02:00:00.0000;-0.603004979;-0.810989274;7.01151E-05
2464827.667; A.D. 2036-May-14 04:00:00.0000;-0.601877705;-0.81184938;7.02159E-05
2464827.75; A.D. 2036-May-14 06:00:00.0000;-0.600749231;-0.81270788;7.03171E-05
2464827.833; A.D. 2036-May-14 08:00:00.0000;-0.59961956;-0.813564773;7.04189E-05
2464827.917; A.D. 2036-May-14 10:00:00.0000;-0.598488694;-0.814420056;7.05211E-05
2464828; A.D. 2036-May-14 12:00:00.0000;-0.597356634;-0.815273729;7.06237E-05
2464828.083; A.D. 2036-May-14 14:00:00.0000;-0.596223383;-0.816125789;7.07268E-05
2464828.167; A.D. 2036-May-14 16:00:00.0000;-0.595088943;-0.816976235;7.08304E-05
2464828.25; A.D. 2036-May-14 18:00:00.0000;-0.593953316;-0.817825065;7.09344E-05
2464828.333; A.D. 2036-May-14 20:00:00.0000;-0.592816505;-0.818672278;7.10387E-05
2464828.417; A.D. 2036-May-14 22:00:00.0000;-0.591678511;-0.819517872;7.11435E-05
2464828.5; A.D. 2036-May-15 00:00:00.0000;-0.590539337;-0.820361845;7.12486E-05
2464828.583; A.D. 2036-May-15 02:00:00.0000;-0.589398984;-0.821204195;7.13541E-05
2464828.667; A.D. 2036-May-15 04:00:00.0000;-0.588257456;-0.822044922;7.14599E-05
2464828.75; A.D. 2036-May-15 06:00:00.0000;-0.587114753;-0.822884023;7.15661E-05
2464828.833; A.D. 2036-May-15 08:00:00.0000;-0.585970879;-0.823721496;7.16726E-05
2464828.917; A.D. 2036-May-15 10:00:00.0000;-0.584825836;-0.824557341;7.17794E-05
2464829; A.D. 2036-May-15 12:00:00.0000;-0.583679625;-0.825391555;7.18865E-05
2464829.083; A.D. 2036-May-15 14:00:00.0000;-0.582532248;-0.826224136;7.19939E-05
2464829.167; A.D. 2036-May-15 16:00:00.0000;-0.581383709;-0.827055084;7.21015E-05
2464829.25; A.D. 2036-May-15 18:00:00.0000;-0.580234009;-0.827884396;7.22094E-05
2464829.333; A.D. 2036-May-15 20:00:00.0000;-0.579083151;-0.828712071;7.23175E-05
2464829.417; A.D. 2036-May-15 22:00:00.0000;-0.577931136;-0.829538107;7.24259E-05
2464829.5; A.D. 2036-May-16 00:00:00.0000;-0.576777966;-0.830362503;7.25344E-05
2464829.583; A.D. 2036-May-16 02:00:00.0000;-0.575623645;-0.831185256;7.26431E-05
2464829.667; A.D. 2036-May-16 04:00:00.0000;-0.574468174;-0.832006366;7.2752E-05
2464829.75; A.D. 2036-May-16 06:00:00.0000;-0.573311555;-0.83282583;7.28611E-05
2464829.833; A.D. 2036-May-16 08:00:00.0000;-0.572153791;-0.833643648;7.29703E-05
2464829.917; A.D. 2036-May-16 10:00:00.0000;-0.570994884;-0.834459816;7.30796E-05
2464830; A.D. 2036-May-16 12:00:00.0000;-0.569834835;-0.835274334;7.31891E-05
2464830.083; A.D. 2036-May-16 14:00:00.0000;-0.568673648;-0.836087201;7.32986E-05
2464830.167; A.D. 2036-May-16 16:00:00.0000;-0.567511325;-0.836898414;7.34082E-05
2464830.25; A.D. 2036-May-16 18:00:00.0000;-0.566347867;-0.837707971;7.35179E-05
2464830.333; A.D. 2036-May-16 20:00:00.0000;-0.565183277;-0.838515872;7.36276E-05
2464830.417; A.D. 2036-May-16 22:00:00.0000;-0.564017557;-0.839322114;7.37374E-05
2464830.5; A.D. 2036-May-17 00:00:00.0000;-0.562850709;-0.840126696;7.38472E-05
2464830.583; A.D. 2036-May-17 02:00:00.0000;-0.561682737;-0.840929617;7.3957E-05
2464830.667; A.D. 2036-May-17 04:00:00.0000;-0.560513641;-0.841730874;7.40668E-05
2464830.75; A.D. 2036-May-17 06:00:00.0000;-0.559343424;-0.842530466;7.41765E-05
2464830.833; A.D. 2036-May-17 08:00:00.0000;-0.558172089;-0.843328392;7.42862E-05
2464830.917; A.D. 2036-May-17 10:00:00.0000;-0.556999637;-0.84412465;7.43959E-05
2464831; A.D. 2036-May-17 12:00:00.0000;-0.555826071;-0.844919237;7.45055E-05
2464831.083; A.D. 2036-May-17 14:00:00.0000;-0.554651393;-0.845712154;7.46149E-05
2464831.167; A.D. 2036-May-17 16:00:00.0000;-0.553475606;-0.846503397;7.47243E-05
2464831.25; A.D. 2036-May-17 18:00:00.0000;-0.552298712;-0.847292965;7.48335E-05
2464831.333; A.D. 2036-May-17 20:00:00.0000;-0.551120712;-0.848080858;7.49427E-05
2464831.417; A.D. 2036-May-17 22:00:00.0000;-0.54994161;-0.848867072;7.50516E-05
2464831.5; A.D. 2036-May-18 00:00:00.0000;-0.548761407;-0.849651607;7.51604E-05
2464831.583; A.D. 2036-May-18 02:00:00.0000;-0.547580106;-0.850434461;7.5269E-05
2464831.667; A.D. 2036-May-18 04:00:00.0000;-0.546397709;-0.851215632;7.53773E-05
2464831.75; A.D. 2036-May-18 06:00:00.0000;-0.545214219;-0.851995119;7.54855E-05
2464831.833; A.D. 2036-May-18 08:00:00.0000;-0.544029637;-0.852772919;7.55934E-05
2464831.917; A.D. 2036-May-18 10:00:00.0000;-0.542843967;-0.853549033;7.57011E-05
2464832; A.D. 2036-May-18 12:00:00.0000;-0.541657209;-0.854323457;7.58085E-05
2464832.083; A.D. 2036-May-18 14:00:00.0000;-0.540469368;-0.855096191;7.59156E-05
2464832.167; A.D. 2036-May-18 16:00:00.0000;-0.539280444;-0.855867232;7.60224E-05
2464832.25; A.D. 2036-May-18 18:00:00.0000;-0.53809044;-0.856636579;7.61289E-05
2464832.333; A.D. 2036-May-18 20:00:00.0000;-0.536899359;-0.857404231;7.62351E-05
2464832.417; A.D. 2036-May-18 22:00:00.0000;-0.535707203;-0.858170186;7.63409E-05
2464832.5; A.D. 2036-May-19 00:00:00.0000;-0.534513974;-0.858934442;7.64463E-05
2464832.583; A.D. 2036-May-19 02:00:00.0000;-0.533319675;-0.859696997;7.65513E-05
2464832.667; A.D. 2036-May-19 04:00:00.0000;-0.532124308;-0.860457851;7.6656E-05
2464832.75; A.D. 2036-May-19 06:00:00.0000;-0.530927874;-0.861217002;7.67602E-05
2464832.833; A.D. 2036-May-19 08:00:00.0000;-0.529730378;-0.861974447;7.6864E-05
2464832.917; A.D. 2036-May-19 10:00:00.0000;-0.52853182;-0.862730186;7.69674E-05
2464833; A.D. 2036-May-19 12:00:00.0000;-0.527332204;-0.863484216;7.70702E-05
2464833.083; A.D. 2036-May-19 14:00:00.0000;-0.526131531;-0.864236537;7.71726E-05
2464833.167; A.D. 2036-May-19 16:00:00.0000;-0.524929804;-0.864987146;7.72745E-05
2464833.25; A.D. 2036-May-19 18:00:00.0000;-0.523727026;-0.865736043;7.73759E-05
2464833.333; A.D. 2036-May-19 20:00:00.0000;-0.522523198;-0.866483224;7.74768E-05
2464833.417; A.D. 2036-May-19 22:00:00.0000;-0.521318324;-0.86722869;7.75771E-05
2464833.5; A.D. 2036-May-20 00:00:00.0000;-0.520112404;-0.867972438;7.76768E-05
2464833.583; A.D. 2036-May-20 02:00:00.0000;-0.518905443;-0.868714467;7.7776E-05
2464833.667; A.D. 2036-May-20 04:00:00.0000;-0.517697442;-0.869454775;7.78745E-05
2464833.75; A.D. 2036-May-20 06:00:00.0000;-0.516488404;-0.870193361;7.79725E-05
2464833.833; A.D. 2036-May-20 08:00:00.0000;-0.515278331;-0.870930223;7.80698E-05
2464833.917; A.D. 2036-May-20 10:00:00.0000;-0.514067225;-0.871665359;7.81665E-05
2464834; A.D. 2036-May-20 12:00:00.0000;-0.512855089;-0.872398768;7.82625E-05
2464834.083; A.D. 2036-May-20 14:00:00.0000;-0.511641925;-0.873130449;7.83579E-05
2464834.167; A.D. 2036-May-20 16:00:00.0000;-0.510427736;-0.873860399;7.84525E-05
2464834.25; A.D. 2036-May-20 18:00:00.0000;-0.509212524;-0.874588618;7.85465E-05
2464834.333; A.D. 2036-May-20 20:00:00.0000;-0.507996292;-0.875315103;7.86397E-05
2464834.417; A.D. 2036-May-20 22:00:00.0000;-0.506779041;-0.876039854;7.87322E-05
2464834.5; A.D. 2036-May-21 00:00:00.0000;-0.505560775;-0.876762868;7.88239E-05
2464834.583; A.D. 2036-May-21 02:00:00.0000;-0.504341496;-0.877484144;7.89149E-05
2464834.667; A.D. 2036-May-21 04:00:00.0000;-0.503121206;-0.878203681;7.90051E-05
2464834.75; A.D. 2036-May-21 06:00:00.0000;-0.501899908;-0.878921477;7.90944E-05
2464834.833; A.D. 2036-May-21 08:00:00.0000;-0.500677604;-0.87963753;7.9183E-05
2464834.917; A.D. 2036-May-21 10:00:00.0000;-0.499454297;-0.880351839;7.92708E-05
2464835; A.D. 2036-May-21 12:00:00.0000;-0.498229988;-0.881064402;7.93576E-05
2464835.083; A.D. 2036-May-21 14:00:00.0000;-0.497004682;-0.881775219;7.94437E-05
2464835.167; A.D. 2036-May-21 16:00:00.0000;-0.495778379;-0.882484286;7.95289E-05
2464835.25; A.D. 2036-May-21 18:00:00.0000;-0.494551083;-0.883191603;7.96131E-05
2464835.333; A.D. 2036-May-21 20:00:00.0000;-0.493322796;-0.883897169;7.96965E-05
2464835.417; A.D. 2036-May-21 22:00:00.0000;-0.49209352;-0.884600981;7.9779E-05
2464835.5; A.D. 2036-May-22 00:00:00.0000;-0.490863258;-0.885303039;7.98605E-05
2464835.583; A.D. 2036-May-22 02:00:00.0000;-0.489632013;-0.88600334;7.99411E-05
2464835.667; A.D. 2036-May-22 04:00:00.0000;-0.488399787;-0.886701883;8.00208E-05
2464835.75; A.D. 2036-May-22 06:00:00.0000;-0.487166583;-0.887398667;8.00995E-05
2464835.833; A.D. 2036-May-22 08:00:00.0000;-0.485932402;-0.88809369;8.01771E-05
2464835.917; A.D. 2036-May-22 10:00:00.0000;-0.484697248;-0.888786951;8.02538E-05
2464836; A.D. 2036-May-22 12:00:00.0000;-0.483461124;-0.889478447;8.03295E-05
2464836.083; A.D. 2036-May-22 14:00:00.0000;-0.482224031;-0.890168179;8.04042E-05
2464836.167; A.D. 2036-May-22 16:00:00.0000;-0.480985972;-0.890856143;8.04779E-05
2464836.25; A.D. 2036-May-22 18:00:00.0000;-0.47974695;-0.891542339;8.05505E-05
2464836.333; A.D. 2036-May-22 20:00:00.0000;-0.478506967;-0.892226766;8.0622E-05
2464836.417; A.D. 2036-May-22 22:00:00.0000;-0.477266026;-0.892909421;8.06925E-05
2464836.5; A.D. 2036-May-23 00:00:00.0000;-0.476024129;-0.893590303;8.07619E-05
2464836.583; A.D. 2036-May-23 02:00:00.0000;-0.47478128;-0.89426941;8.08302E-05
2464836.667; A.D. 2036-May-23 04:00:00.0000;-0.47353748;-0.894946742;8.08974E-05
2464836.75; A.D. 2036-May-23 06:00:00.0000;-0.472292732;-0.895622297;8.09635E-05
2464836.833; A.D. 2036-May-23 08:00:00.0000;-0.471047039;-0.896296073;8.10285E-05
2464836.917; A.D. 2036-May-23 10:00:00.0000;-0.469800404;-0.896968069;8.10924E-05
2464837; A.D. 2036-May-23 12:00:00.0000;-0.468552828;-0.897638283;8.11551E-05
2464837.083; A.D. 2036-May-23 14:00:00.0000;-0.467304315;-0.898306714;8.12167E-05
2464837.167; A.D. 2036-May-23 16:00:00.0000;-0.466054868;-0.898973361;8.12772E-05
2464837.25; A.D. 2036-May-23 18:00:00.0000;-0.464804488;-0.899638221;8.13364E-05
2464837.333; A.D. 2036-May-23 20:00:00.0000;-0.463553178;-0.900301295;8.13945E-05
2464837.417; A.D. 2036-May-23 22:00:00.0000;-0.462300942;-0.900962579;8.14515E-05
2464837.5; A.D. 2036-May-24 00:00:00.0000;-0.461047781;-0.901622073;8.15072E-05
2464837.583; A.D. 2036-May-24 02:00:00.0000;-0.459793699;-0.902279775;8.15618E-05
2464837.667; A.D. 2036-May-24 04:00:00.0000;-0.458538698;-0.902935684;8.16151E-05
2464837.75; A.D. 2036-May-24 06:00:00.0000;-0.457282781;-0.903589798;8.16673E-05
2464837.833; A.D. 2036-May-24 08:00:00.0000;-0.45602595;-0.904242117;8.17182E-05
2464837.917; A.D. 2036-May-24 10:00:00.0000;-0.454768208;-0.904892638;8.17679E-05
2464838; A.D. 2036-May-24 12:00:00.0000;-0.453509558;-0.90554136;8.18165E-05
2464838.083; A.D. 2036-May-24 14:00:00.0000;-0.452250002;-0.906188282;8.18638E-05
2464838.167; A.D. 2036-May-24 16:00:00.0000;-0.450989544;-0.906833403;8.19098E-05
2464838.25; A.D. 2036-May-24 18:00:00.0000;-0.449728185;-0.907476721;8.19547E-05
2464838.333; A.D. 2036-May-24 20:00:00.0000;-0.448465929;-0.908118234;8.19983E-05
2464838.417; A.D. 2036-May-24 22:00:00.0000;-0.447202778;-0.908757942;8.20407E-05
2464838.5; A.D. 2036-May-25 00:00:00.0000;-0.445938735;-0.909395843;8.20818E-05
2464838.583; A.D. 2036-May-25 02:00:00.0000;-0.444673803;-0.910031935;8.21217E-05
2464838.667; A.D. 2036-May-25 04:00:00.0000;-0.443407984;-0.910666217;8.21604E-05
2464838.75; A.D. 2036-May-25 06:00:00.0000;-0.442141281;-0.911298689;8.21979E-05
2464838.833; A.D. 2036-May-25 08:00:00.0000;-0.440873698;-0.911929348;8.22341E-05
2464838.917; A.D. 2036-May-25 10:00:00.0000;-0.439605236;-0.912558193;8.2269E-05
2464839; A.D. 2036-May-25 12:00:00.0000;-0.438335898;-0.913185224;8.23028E-05
2464839.083; A.D. 2036-May-25 14:00:00.0000;-0.437065687;-0.913810438;8.23353E-05
2464839.167; A.D. 2036-May-25 16:00:00.0000;-0.435794607;-0.914433834;8.23666E-05
2464839.25; A.D. 2036-May-25 18:00:00.0000;-0.434522659;-0.915055412;8.23966E-05
2464839.333; A.D. 2036-May-25 20:00:00.0000;-0.433249847;-0.915675169;8.24255E-05
2464839.417; A.D. 2036-May-25 22:00:00.0000;-0.431976173;-0.916293105;8.24531E-05
2464839.5; A.D. 2036-May-26 00:00:00.0000;-0.43070164;-0.916909218;8.24795E-05
2464839.583; A.D. 2036-May-26 02:00:00.0000;-0.429426251;-0.917523507;8.25047E-05
2464839.667; A.D. 2036-May-26 04:00:00.0000;-0.428150008;-0.91813597;8.25287E-05
2464839.75; A.D. 2036-May-26 06:00:00.0000;-0.426872915;-0.918746608;8.25515E-05
2464839.833; A.D. 2036-May-26 08:00:00.0000;-0.425594974;-0.919355417;8.25731E-05
2464839.917; A.D. 2036-May-26 10:00:00.0000;-0.424316188;-0.919962397;8.25935E-05
2464840; A.D. 2036-May-26 12:00:00.0000;-0.42303656;-0.920567548;8.26127E-05
2464840.083; A.D. 2036-May-26 14:00:00.0000;-0.421756093;-0.921170867;8.26308E-05
2464840.167; A.D. 2036-May-26 16:00:00.0000;-0.420474789;-0.921772353;8.26478E-05
2464840.25; A.D. 2036-May-26 18:00:00.0000;-0.419192652;-0.922372006;8.26636E-05
2464840.333; A.D. 2036-May-26 20:00:00.0000;-0.417909683;-0.922969823;8.26782E-05
2464840.417; A.D. 2036-May-26 22:00:00.0000;-0.416625887;-0.923565805;8.26917E-05
2464840.5; A.D. 2036-May-27 00:00:00.0000;-0.415341266;-0.924159949;8.27041E-05
2464840.583; A.D. 2036-May-27 02:00:00.0000;-0.414055822;-0.924752255;8.27154E-05
2464840.667; A.D. 2036-May-27 04:00:00.0000;-0.412769558;-0.925342721;8.27256E-05
2464840.75; A.D. 2036-May-27 06:00:00.0000;-0.411482478;-0.925931346;8.27348E-05
2464840.833; A.D. 2036-May-27 08:00:00.0000;-0.410194584;-0.92651813;8.27428E-05
2464840.917; A.D. 2036-May-27 10:00:00.0000;-0.40890588;-0.927103071;8.27498E-05
2464841; A.D. 2036-May-27 12:00:00.0000;-0.407616367;-0.927686168;8.27558E-05
2464841.083; A.D. 2036-May-27 14:00:00.0000;-0.406326048;-0.92826742;8.27608E-05
2464841.167; A.D. 2036-May-27 16:00:00.0000;-0.405034928;-0.928846825;8.27647E-05
2464841.25; A.D. 2036-May-27 18:00:00.0000;-0.403743007;-0.929424383;8.27677E-05
2464841.333; A.D. 2036-May-27 20:00:00.0000;-0.402450291;-0.930000093;8.27696E-05
2464841.417; A.D. 2036-May-27 22:00:00.0000;-0.40115678;-0.930573954;8.27706E-05
2464841.5; A.D. 2036-May-28 00:00:00.0000;-0.399862478;-0.931145964;8.27707E-05
2464841.583; A.D. 2036-May-28 02:00:00.0000;-0.398567388;-0.931716123;8.27698E-05
2464841.667; A.D. 2036-May-28 04:00:00.0000;-0.397271513;-0.932284429;8.27681E-05
2464841.75; A.D. 2036-May-28 06:00:00.0000;-0.395974855;-0.932850882;8.27654E-05
2464841.833; A.D. 2036-May-28 08:00:00.0000;-0.394677418;-0.93341548;8.27619E-05
2464841.917; A.D. 2036-May-28 10:00:00.0000;-0.393379204;-0.933978223;8.27575E-05
2464842; A.D. 2036-May-28 12:00:00.0000;-0.392080216;-0.93453911;8.27523E-05
2464842.083; A.D. 2036-May-28 14:00:00.0000;-0.390780458;-0.935098139;8.27462E-05
2464842.167; A.D. 2036-May-28 16:00:00.0000;-0.389479931;-0.93565531;8.27394E-05
2464842.25; A.D. 2036-May-28 18:00:00.0000;-0.388178639;-0.936210621;8.27318E-05
2464842.333; A.D. 2036-May-28 20:00:00.0000;-0.386876585;-0.936764072;8.27234E-05
2464842.417; A.D. 2036-May-28 22:00:00.0000;-0.385573771;-0.937315662;8.27143E-05
2464842.5; A.D. 2036-May-29 00:00:00.0000;-0.3842702;-0.93786539;8.27045E-05
2464842.583; A.D. 2036-May-29 02:00:00.0000;-0.382965876;-0.938413255;8.2694E-05
2464842.667; A.D. 2036-May-29 04:00:00.0000;-0.3816608;-0.938959256;8.26828E-05
2464842.75; A.D. 2036-May-29 06:00:00.0000;-0.380354977;-0.939503392;8.2671E-05
2464842.833; A.D. 2036-May-29 08:00:00.0000;-0.379048408;-0.940045662;8.26586E-05
2464842.917; A.D. 2036-May-29 10:00:00.0000;-0.377741097;-0.940586066;8.26455E-05
2464843; A.D. 2036-May-29 12:00:00.0000;-0.376433046;-0.941124602;8.26319E-05
2464843.083; A.D. 2036-May-29 14:00:00.0000;-0.375124259;-0.941661271;8.26177E-05
2464843.167; A.D. 2036-May-29 16:00:00.0000;-0.373814737;-0.942196069;8.26029E-05
2464843.25; A.D. 2036-May-29 18:00:00.0000;-0.372504485;-0.942728998;8.25877E-05
2464843.333; A.D. 2036-May-29 20:00:00.0000;-0.371193504;-0.943260057;8.25719E-05
2464843.417; A.D. 2036-May-29 22:00:00.0000;-0.369881798;-0.943789243;8.25557E-05
2464843.5; A.D. 2036-May-30 00:00:00.0000;-0.36856937;-0.944316557;8.2539E-05
2464843.583; A.D. 2036-May-30 02:00:00.0000;-0.367256222;-0.944841998;8.25219E-05
2464843.667; A.D. 2036-May-30 04:00:00.0000;-0.365942357;-0.945365564;8.25045E-05
2464843.75; A.D. 2036-May-30 06:00:00.0000;-0.364627778;-0.945887256;8.24866E-05
2464843.833; A.D. 2036-May-30 08:00:00.0000;-0.363312487;-0.946407072;8.24684E-05
2464843.917; A.D. 2036-May-30 10:00:00.0000;-0.361996488;-0.946925012;8.24498E-05
2464844; A.D. 2036-May-30 12:00:00.0000;-0.360679784;-0.947441075;8.2431E-05
2464844.083; A.D. 2036-May-30 14:00:00.0000;-0.359362377;-0.947955259;8.24119E-05
2464844.167; A.D. 2036-May-30 16:00:00.0000;-0.35804427;-0.948467565;8.23925E-05
2464844.25; A.D. 2036-May-30 18:00:00.0000;-0.356725466;-0.948977992;8.23728E-05
2464844.333; A.D. 2036-May-30 20:00:00.0000;-0.355405967;-0.949486538;8.2353E-05
2464844.417; A.D. 2036-May-30 22:00:00.0000;-0.354085777;-0.949993204;8.2333E-05
2464844.5; A.D. 2036-May-31 00:00:00.0000;-0.352764898;-0.950497987;8.23128E-05
2464844.583; A.D. 2036-May-31 02:00:00.0000;-0.351443333;-0.951000889;8.22924E-05
2464844.667; A.D. 2036-May-31 04:00:00.0000;-0.350121084;-0.951501907;8.2272E-05
2464844.75; A.D. 2036-May-31 06:00:00.0000;-0.348798156;-0.952001042;8.22514E-05
2464844.833; A.D. 2036-May-31 08:00:00.0000;-0.347474549;-0.952498292;8.22308E-05
2464844.917; A.D. 2036-May-31 10:00:00.0000;-0.346150268;-0.952993657;8.22101E-05
2464845; A.D. 2036-May-31 12:00:00.0000;-0.344825315;-0.953487136;8.21894E-05
2464845.083; A.D. 2036-May-31 14:00:00.0000;-0.343499692;-0.953978729;8.21687E-05
2464845.167; A.D. 2036-May-31 16:00:00.0000;-0.342173403;-0.954468434;8.2148E-05
2464845.25; A.D. 2036-May-31 18:00:00.0000;-0.340846449;-0.954956252;8.21273E-05
2464845.333; A.D. 2036-May-31 20:00:00.0000;-0.339518835;-0.955442181;8.21067E-05
2464845.417; A.D. 2036-May-31 22:00:00.0000;-0.338190563;-0.95592622;8.20862E-05
2464845.5; A.D. 2036-Jun-01 00:00:00.0000;-0.336861634;-0.95640837;8.20658E-05
2464845.583; A.D. 2036-Jun-01 02:00:00.0000;-0.335532053;-0.95688863;8.20455E-05
2464845.667; A.D. 2036-Jun-01 04:00:00.0000;-0.334201822;-0.957366998;8.20253E-05
2464845.75; A.D. 2036-Jun-01 06:00:00.0000;-0.332870944;-0.957843475;8.20054E-05
2464845.833; A.D. 2036-Jun-01 08:00:00.0000;-0.33153942;-0.958318059;8.19856E-05
2464845.917; A.D. 2036-Jun-01 10:00:00.0000;-0.330207255;-0.95879075;8.1966E-05
2464846; A.D. 2036-Jun-01 12:00:00.0000;-0.328874451;-0.959261548;8.19466E-05
2464846.083; A.D. 2036-Jun-01 14:00:00.0000;-0.32754101;-0.959730451;8.19275E-05
2464846.167; A.D. 2036-Jun-01 16:00:00.0000;-0.326206935;-0.960197459;8.19086E-05
2464846.25; A.D. 2036-Jun-01 18:00:00.0000;-0.324872229;-0.960662572;8.18901E-05
