JDTDB;Calendar Date (TDB);X;Y;Z;VX;VY;VZ
2465083.583; A.D. 2037-Jan-25 02:00:00.0000;-0.29425548;-0.344360492;-0.001166352;0.015679986;-0.016979119;-0.002825534
2465083.667; A.D. 2037-Jan-25 04:00:00.0000;-0.292945567;-0.345771608;-0.001401799;0.015757832;-0.016887627;-0.002825194
2465083.75; A.D. 2037-Jan-25 06:00:00.0000;-0.291629187;-0.34717509;-0.001637216;0.015835214;-0.0167959;-0.002824792
2465083.833; A.D. 2037-Jan-25 08:00:00.0000;-0.290306378;-0.348570918;-0.001872596;0.015912133;-0.016703938;-0.002824328
2465083.917; A.D. 2037-Jan-25 10:00:00.0000;-0.288977178;-0.349959073;-0.002107935;0.01598859;-0.016611744;-0.002823802
2465084; A.D. 2037-Jan-25 12:00:00.0000;-0.287641626;-0.351339536;-0.002343228;0.016064584;-0.016519319;-0.002823216
2465084.083; A.D. 2037-Jan-25 14:00:00.0000;-0.28629976;-0.352712287;-0.00257847;0.016140116;-0.016426664;-0.002822568
2465084.167; A.D. 2037-Jan-25 16:00:00.0000;-0.284951619;-0.354077307;-0.002813655;0.016215186;-0.016333783;-0.002821859
2465084.25; A.D. 2037-Jan-25 18:00:00.0000;-0.283597242;-0.355434578;-0.003048778;0.016289796;-0.016240675;-0.00282109
2465084.333; A.D. 2037-Jan-25 20:00:00.0000;-0.282236666;-0.35678408;-0.003283835;0.016363945;-0.016147344;-0.00282026
2465084.417; A.D. 2037-Jan-25 22:00:00.0000;-0.28086993;-0.358125795;-0.00351882;0.016437634;-0.01605379;-0.00281937
2465084.5; A.D. 2037-Jan-26 00:00:00.0000;-0.279497073;-0.359459705;-0.003753728;0.016510864;-0.015960015;-0.00281842
2465084.583; A.D. 2037-Jan-26 02:00:00.0000;-0.278118132;-0.360785792;-0.003988555;0.016583634;-0.015866021;-0.002817409
2465084.667; A.D. 2037-Jan-26 04:00:00.0000;-0.276733147;-0.362104036;-0.004223295;0.016655946;-0.01577181;-0.002816339
2465084.75; A.D. 2037-Jan-26 06:00:00.0000;-0.275342154;-0.363414421;-0.004457943;0.0167278;-0.015677383;-0.002815209
2465084.833; A.D. 2037-Jan-26 08:00:00.0000;-0.273945193;-0.364716927;-0.004692494;0.016799196;-0.015582741;-0.00281402
2465084.917; A.D. 2037-Jan-26 10:00:00.0000;-0.272542301;-0.366011538;-0.004926944;0.016870135;-0.015487887;-0.002812771
2465085; A.D. 2037-Jan-26 12:00:00.0000;-0.271133516;-0.367298236;-0.005161288;0.016940617;-0.015392821;-0.002811463
2465085.083; A.D. 2037-Jan-26 14:00:00.0000;-0.269718877;-0.368577003;-0.00539552;0.017010643;-0.015297546;-0.002810097
2465085.167; A.D. 2037-Jan-26 16:00:00.0000;-0.268298422;-0.369847821;-0.005629636;0.017080213;-0.015202063;-0.002808671
2465085.25; A.D. 2037-Jan-26 18:00:00.0000;-0.266872188;-0.371110674;-0.00586363;0.017149327;-0.015106373;-0.002807187
2465085.333; A.D. 2037-Jan-26 20:00:00.0000;-0.265440213;-0.372365545;-0.006097499;0.017217986;-0.015010478;-0.002805644
2465085.417; A.D. 2037-Jan-26 22:00:00.0000;-0.264002536;-0.373612415;-0.006331236;0.01728619;-0.014914379;-0.002804043
2465085.5; A.D. 2037-Jan-27 00:00:00.0000;-0.262559194;-0.374851269;-0.006564837;0.01735394;-0.014818079;-0.002802384
2465085.583; A.D. 2037-Jan-27 02:00:00.0000;-0.261110225;-0.376082089;-0.006798298;0.017421237;-0.014721577;-0.002800666
2465085.667; A.D. 2037-Jan-27 04:00:00.0000;-0.259655667;-0.37730486;-0.007031614;0.01748808;-0.014624877;-0.002798891
2465085.75; A.D. 2037-Jan-27 06:00:00.0000;-0.258195558;-0.378519563;-0.007264779;0.01755447;-0.014527979;-0.002797058
2465085.833; A.D. 2037-Jan-27 08:00:00.0000;-0.256729935;-0.379726184;-0.007497788;0.017620407;-0.014430884;-0.002795168
2465085.917; A.D. 2037-Jan-27 10:00:00.0000;-0.255258836;-0.380924705;-0.007730638;0.017685892;-0.014333595;-0.00279322
2465086; A.D. 2037-Jan-27 12:00:00.0000;-0.253782299;-0.382115111;-0.007963323;0.017750926;-0.014236112;-0.002791215
2465086.083; A.D. 2037-Jan-27 14:00:00.0000;-0.252300361;-0.383297385;-0.008195839;0.017815508;-0.014138438;-0.002789153
2465086.167; A.D. 2037-Jan-27 16:00:00.0000;-0.25081306;-0.384471512;-0.008428181;0.017879638;-0.014040572;-0.002787034
2465086.25; A.D. 2037-Jan-27 18:00:00.0000;-0.249320434;-0.385637475;-0.008660343;0.017943319;-0.013942518;-0.002784858
2465086.333; A.D. 2037-Jan-27 20:00:00.0000;-0.247822519;-0.38679526;-0.008892322;0.018006549;-0.013844275;-0.002782626
2465086.417; A.D. 2037-Jan-27 22:00:00.0000;-0.246319355;-0.387944849;-0.009124113;0.018069329;-0.013745846;-0.002780337
2465086.5; A.D. 2037-Jan-28 00:00:00.0000;-0.244810977;-0.389086229;-0.00935571;0.018131659;-0.013647232;-0.002777992
2465086.583; A.D. 2037-Jan-28 02:00:00.0000;-0.243297424;-0.390219383;-0.00958711;0.01819354;-0.013548435;-0.00277559
2465086.667; A.D. 2037-Jan-28 04:00:00.0000;-0.241778733;-0.391344296;-0.009818307;0.018254973;-0.013449454;-0.002773133
2465086.75; A.D. 2037-Jan-28 06:00:00.0000;-0.240254941;-0.392460954;-0.010049297;0.018315956;-0.013350293;-0.002770619
2465086.833; A.D. 2037-Jan-28 08:00:00.0000;-0.238726086;-0.39356934;-0.010280075;0.018376492;-0.013250951;-0.00276805
2465086.917; A.D. 2037-Jan-28 10:00:00.0000;-0.237192205;-0.394669441;-0.010510637;0.01843658;-0.013151432;-0.002765425
2465087; A.D. 2037-Jan-28 12:00:00.0000;-0.235653335;-0.395761241;-0.010740978;0.018496221;-0.013051735;-0.002762744
2465087.083; A.D. 2037-Jan-28 14:00:00.0000;-0.234109514;-0.396844725;-0.010971093;0.018555414;-0.012951862;-0.002760008
2465087.167; A.D. 2037-Jan-28 16:00:00.0000;-0.232560778;-0.397919879;-0.011200978;0.01861416;-0.012851814;-0.002757217
2465087.25; A.D. 2037-Jan-28 18:00:00.0000;-0.231007166;-0.398986689;-0.011430628;0.01867246;-0.012751593;-0.002754371
