JDTDB;Calendar Date (TDB);X;Y;Z;VX;VY;VZ
2464860.083; A.D. 2036-Jun-15 14:00:00.0000;0.062308835;-0.724435488;-0.013569099;0.020016732;0.001660551;-0.001131982
2464860.167; A.D. 2036-Jun-15 16:00:00.0000;0.063976728;-0.724295173;-0.013663394;0.020012683;0.001706992;-0.001131109
2464860.25; A.D. 2036-Jun-15 18:00:00.0000;0.065644279;-0.724150989;-0.013757617;0.020008528;0.001753422;-0.00113023
2464860.333; A.D. 2036-Jun-15 20:00:00.0000;0.06731148;-0.724002937;-0.013851766;0.020004265;0.001799842;-0.001129345
2464860.417; A.D. 2036-Jun-15 22:00:00.0000;0.06897832;-0.723851016;-0.013945841;0.019999896;0.001846251;-0.001128454
2464860.5; A.D. 2036-Jun-16 00:00:00.0000;0.070644793;-0.723695228;-0.014039841;0.01999542;0.001892648;-0.001127557
2464860.583; A.D. 2036-Jun-16 02:00:00.0000;0.072310887;-0.723535575;-0.014133767;0.019990838;0.001939035;-0.001126654
2464860.667; A.D. 2036-Jun-16 04:00:00.0000;0.073976596;-0.723372056;-0.014227617;0.019986148;0.001985409;-0.001125744
2464860.75; A.D. 2036-Jun-16 06:00:00.0000;0.075641909;-0.723204674;-0.014321391;0.019981353;0.002031772;-0.001124829
2464860.833; A.D. 2036-Jun-16 08:00:00.0000;0.077306818;-0.723033428;-0.014415088;0.01997645;0.002078123;-0.001123908
2464860.917; A.D. 2036-Jun-16 10:00:00.0000;0.078971315;-0.72285832;-0.014508709;0.019971441;0.002124461;-0.001122981
2464861; A.D. 2036-Jun-16 12:00:00.0000;0.080635389;-0.722679351;-0.014602252;0.019966326;0.002170787;-0.001122048
2464861.083; A.D. 2036-Jun-16 14:00:00.0000;0.082299033;-0.722496523;-0.014695717;0.019961104;0.0022171;-0.001121109
2464861.167; A.D. 2036-Jun-16 16:00:00.0000;0.083962237;-0.722309835;-0.014789103;0.019955775;0.0022634;-0.001120165
